文书标题,公示日期,详情url,决定书文号,被处罚个人姓名,被处罚个人单位,被处罚机构名称,机构负责人,案由,处罚依据,处罚内容,做出处罚机构的名称,处罚日期
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/F5346074D8954AEEBB6C06A316B33180.html,"  京银监发〔2015〕223号
   ",——,null,"平安银行北京中关村支行
 ",郑文博,"  当事人贷前调查不尽职，未发现借款人假冒商铺经营者骗贷；未通过向市场方核实等手段对租赁合同的真实性进行调查，未发现借款人伪造租赁合同的情况。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……”。
 ",给予当事人罚款30万元的行政处罚。,北京银监局,2015-12-4
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/71DA374DF3D34A2C8DB92C3F238B6A0E.html,"  京银监发〔2015〕220号
 ",——,null,华夏银行北京首体支行,岳强,"  当事人贷前调查失职：对贷款项目背景真实性的调查不尽职、未认真查验相关的贷款申请材料；贷后管理不到位：未落实授信审批要求、未按要求收集资金对账单。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……”。
 ",给予当事人罚款50万元的行政处罚。,北京银监局,2015-12-4
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/D789952C7ECE4F81837001E20986DB06.html,闽银监罚〔2011〕5号,林娟,null,——,——,林娟存在“化名投资典当行、违规开立及使用个人存款结算账户、为漳平市农信联社营业部借款人融资还贷、违规办理贷款发放和支付、越权办理个人大额存取款业务”等违法违规行为，且对所任职的漳平市农信联社营业部存在“信贷资产分类不准确、贷款质量不真实、贷款三查不落实”等问题负有直接领导责任。,《贷款通则》第二十七条、第二十八条以及第三十一条、《个人存款实名制规定》第六条、《个人贷款管理暂行办法》第二十三条、《金融机构高级管理人员任职资格管理办法》第十四条、《农村中小金融机构行政许可事项实施办法》第一百三十八条；《银行业金融机构从业人员职业操守指引》第十条、十四条；《商业银行内部控制指引》第七十七条、《农村合作金融机构信贷资产风险分类指引》、《关于深入推进农村合作金融机构案件专项治理工作的通知》、《关于加大防范操作风险工作力度的通知》第十二条。,取消金融机构高级管理人员任职资格2年，并处罚款10万元。,中国银监会福建监管局,2011-1-30
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/8431E3F562E049E297DF88E98221680A.html,"  京银监发〔2015〕219号
 ",——,null,华夏银行北京分行,杨伟,"  当事人在业务操作中与授信调查报告等资料的内容不符；授信调查不尽职；授信后管理不尽职。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……”。
 ",给予当事人罚款40万元的行政处罚。,北京银监局,2015-12-4
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/0D85EE532D004EBCBE593FAF1835D9A6.html,闽银监罚〔2011〕4号,陈才珍,null,——,——,漳平联社存在业务数据不真实、授信管理严重不审慎、内部控制较为混乱等违法违规行为，时任副主任朱瑞川对机构上述严重违反审慎经营规则的行为负有领导责任。,《中华人民共和国商业银行法》第五十五条；《中华人民共和国银行业监督管理法》第二十一条、四十三条、四十八条；《贷款通则》第十六条、二十七条、二十八条、三十一条；《个人存款实名制规定》第六条；《商业银行内部控制指引》第七十七条；《农村合作金融机构信贷资产风险分类指引》；《中国银监会办公厅关于进一步加强信贷管理的通知》；《银监会办公厅关于深入推进农村合作金融机构案件专项治理工作的通知》。,警告，并处罚款5万元,中国银监会福建监管局,2011-1-28
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/79F39EC0513D4FEEBEB380A3CD49873D.html,"  京银监发〔2015〕212号
 ",——,null,韩亚中国,池圣圭,"  当事人通过返利方式吸收存款；以培训费、咨询费名义虚列费用套取资金，严重违反审慎经营规则；高级管理人员获得任职资格核准前履职。
 ","  《商业银行法》第七十四条“商业银行有下列情形之一,由国务院银行业监督管理机构责令改正,……没有违法所得或者违法所得不足五十万元的,处五十万元以上二百万元以下罚款；……（三）违反规定提高或者降低利率以及采用其他不正当手段,吸收存款,发放贷款的”。
《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：（一）未经资格审查任命董事、高级管理人员的……（五）严重违反审慎经营规则的；……。”
 ",给予当事人罚款90万元的行政处罚。,北京银监局,2015-11-24
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/12AE132E97ED4A72A64DFA4629424998.html,闽银监罚〔2011〕3号,李奇海,null,——,——,漳平联社和平信用社存在“逐月下达的存款月末时点考核任务、空存空取”等违法违规行为，时任主任李奇海对机构上述不审慎经营行为直接负责。,《中华人民共和国商业银行法》第五十五条、《中华人民共和国银行业监督管理法》第四十八条第三款、《农村信用社会计基本制度》第十三条。,取消金融机构高级管理人员任职资格1年。,中国银监会福建监管局,2011-1-28
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/E15F247C75A54A75BD02CE23B1C9450E.html,"  京银监发〔2015〕205号
   ",——,null,上海浦东发展银行北京建国路支行,刁科飞,"  当事人贷款管理不到位，导致借款人以不真实的交易背景套取贷款。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万以上五十万以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……”。
 ",给予当事人罚款30万元的行政处罚。,北京银监局,2015-11-9
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/804B5B72325F4BA0B50CBA8B387284A2.html,闽银监罚〔2011〕2号,朱瑞川,null,——,——,漳平联社存在业务数据不真实、授信管理严重不审慎、内部控制较为混乱等违法违规行为，时任主任朱瑞川对机构上述严重违反审慎经营规则的行为负有领导责任。,《中华人民共和国商业银行法》第五十五条；《中华人民共和国银行业监督管理法》第二十一条、四十三条、四十八条；《贷款通则》第十六条、二十七条、二十八条、三十一条；《个人存款实名制规定》第六条；《商业银行内部控制指引》第七十七条；《农村合作金融机构信贷资产风险分类指引》；《中国银监会办公厅关于进一步加强信贷管理的通知》；《银监会办公厅关于深入推进农村合作金融机构案件专项治理工作的通知》。,警告，并处罚款5万元。,中国银监会福建监管局,2011-1-28
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/10C466B1EFCB4C2DB61C58621A05911F.html,"  京银监发〔2015〕204号
 ",——,null,上海浦东发展银行北京望京支行,龙世超,"  当事人违规承兑无真实债权债务关系的银行承兑汇票。业务行为违反了《中华人民共和国票据法》第十条“票据的签发、取得和转让，应当遵循诚实信用的原则，具有真实的交易关系和债权债务关系”，《金融违法行为处罚办法》（中华人民共和国国务院令 第260号）第十四条“金融机构对违反票据法规定的票据，不得承兑、贴现、付款或者保证”，以及《中华人民共和国银行业监督管理法》第二十一条“银行业金融机构的审慎经营规则，由法律、行政法规规定，也可以由国务院银行业监督管理机构依照法律、行政法规制定。前款规定的审慎经营规则，包括风险管理、内部控制、资本充足率、资产质量、损失准备金、风险集中、关联交易、资产流动性等内容。银行业金融机构应当严格遵守审慎经营规则”的规定。
 ",  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万以上五十万以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……”。,给予当事人罚款40万元的行政处罚。,北京银监局,2015-11-9
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/7387AA92ED274A069649027DCFBA6207.html,"  京银监发〔2015〕199号
 ",——,null,北银消费金融有限公司,严晓燕,"  当事人变相突破监管规定发放贷款；贷款管理存在严重问题，造成个人消费贷款用途不真实，部分资金被挪用；无合理理由和充分证据的情况下上调贷款风险分类，资产质量严重不实。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（三）提供虚假的或者隐瞒重要事实的报表、报告等文件、资料的；……（五）严重违反审慎经营规则的；……”。
 ",给予当事人罚款150万元的行政处罚。,北京银监局,2015-11-2
